"DateTime","Players","Average Players","Twitch Viewers"
"2019-01-24 00:00:00",72371,,54995
"2019-01-25 00:00:00",76901,,37748
"2019-01-26 00:00:00",89756,,44621
"2019-01-27 00:00:00",92903,,56108
"2019-01-28 00:00:00",71408,,55346
"2019-01-29 00:00:00",67401,,45295
"2019-01-30 00:00:00",68021,,63833
"2019-01-31 00:00:00",67127,,50428
"2019-02-01 00:00:00",70863,,48543
"2019-02-02 00:00:00",83079,,45387
"2019-02-03 00:00:00",86818,,70678
"2019-02-04 00:00:00",64041,,48890
"2019-02-05 00:00:00",65559,,39786
"2019-02-06 00:00:00",75627,,61798
"2019-02-07 00:00:00",81759,,27075
"2019-02-08 00:00:00",92488,,42092
"2019-02-09 00:00:00",111122,,35586
"2019-02-10 00:00:00",120401,,47757
"2019-02-11 00:00:00",99552,,45309
"2019-02-12 00:00:00",98819,,46614
"2019-02-13 00:00:00",95530,,47966
"2019-02-14 00:00:00",88416,,46136
"2019-02-15 00:00:00",94309,,33224
"2019-02-16 00:00:00",106145,,32118
"2019-02-17 00:00:00",106793,,50027
"2019-02-18 00:00:00",86066,,47165
"2019-02-19 00:00:00",81523,,49160
"2019-02-20 00:00:00",77388,,52097
"2019-02-21 00:00:00",77758,,53828
"2019-02-22 00:00:00",85482,,55982
"2019-02-23 00:00:00",99399,,68787
"2019-02-24 00:00:00",97235,,75579
"2019-02-25 00:00:00",75269,,55404
"2019-02-26 00:00:00",74805,,76912
"2019-02-27 00:00:00",73861,,72957
"2019-02-28 00:00:00",72787,,43080
"2019-03-01 00:00:00",83538,,47609
"2019-03-02 00:00:00",102493,,47798
"2019-03-03 00:00:00",103019,,61050
"2019-03-04 00:00:00",86444,,61371
"2019-03-05 00:00:00",88877,,53864
"2019-03-06 00:00:00",89350,,50446
"2019-03-07 00:00:00",88524,,50938
"2019-03-08 00:00:00",102086,,51047
"2019-03-09 00:00:00",117487,,57215
"2019-03-10 00:00:00",114480,,129917
"2019-03-11 00:00:00",87998,,136209
"2019-03-12 00:00:00",88505,,160927
"2019-03-13 00:00:00",88367,,262644
"2019-03-14 00:00:00",89763,,198178
"2019-03-15 00:00:00",109990,,220503
"2019-03-16 00:00:00",126518,,201976
"2019-03-17 00:00:00",116589,,304053
"2019-03-18 00:00:00",87856,,267364
"2019-03-19 00:00:00",87219,,296848
"2019-03-20 00:00:00",83937,,242496
"2019-03-21 00:00:00",83151,,226392
"2019-03-22 00:00:00",96851,,193619
"2019-03-23 00:00:00",109899,,184342
"2019-03-24 00:00:00",102912,,171359
"2019-03-25 00:00:00",77781,,184311
"2019-03-26 00:00:00",76156,,199857
"2019-03-27 00:00:00",75187,,221786
"2019-03-28 00:00:00",72930,,211659
"2019-03-29 00:00:00",84411,,249827
"2019-03-30 00:00:00",94802,,231111
"2019-03-31 00:00:00",89773,,206277
"2019-04-01 00:00:00",69371,,222080
"2019-04-02 00:00:00",68659,,242761
"2019-04-03 00:00:00",70237,,243928
"2019-04-04 00:00:00",77531,,238651
"2019-04-05 00:00:00",80357,,238519
"2019-04-06 00:00:00",89540,,216398
"2019-04-07 00:00:00",87174,,181633
"2019-04-08 00:00:00",70683,,256096
"2019-04-09 00:00:00",71656,,223432
"2019-04-10 00:00:00",71017,,244148
"2019-04-11 00:00:00",69982,,176897
"2019-04-12 00:00:00",80816,,177836
"2019-04-13 00:00:00",91679,,189078
"2019-04-14 00:00:00",86794,,197727
"2019-04-15 00:00:00",69862,,178453
"2019-04-16 00:00:00",69196,,160511
"2019-04-17 00:00:00",66549,,221439
"2019-04-18 00:00:00",69013,,209012
"2019-04-19 00:00:00",83456,,200124
"2019-04-20 00:00:00",88057,,168192
"2019-04-21 00:00:00",80596,,181366
"2019-04-22 00:00:00",75190,,169519
"2019-04-23 00:00:00",69399,,194941
"2019-04-24 00:00:00",65489,,201813
"2019-04-25 00:00:00",64123,,163660
"2019-04-26 00:00:00",74092,,177997
"2019-04-27 00:00:00",82206,,154807
"2019-04-28 00:00:00",83951,,164800
"2019-04-29 00:00:00",67084,,158173
"2019-04-30 00:00:00",74306,,164618
"2019-05-01 00:00:00",80039,,175906
"2019-05-02 00:00:00",73211,,145241
"2019-05-03 00:00:00",78337,,140653
"2019-05-04 00:00:00",82804,,141150
"2019-05-05 00:00:00",84701,,170784
"2019-05-06 00:00:00",68094,,180615
"2019-05-07 00:00:00",65860,,152762
"2019-05-08 00:00:00",68156,,152754
"2019-05-09 00:00:00",71463,,160260
"2019-05-10 00:00:00",89073,,151976
"2019-05-11 00:00:00",107670,,156886
"2019-05-12 00:00:00",107025,,147823
"2019-05-13 00:00:00",86411,,145392
"2019-05-14 00:00:00",91906,,167417
"2019-05-15 00:00:00",94219,,141039
"2019-05-16 00:00:00",90745,,158461
"2019-05-17 00:00:00",98892,,145324
"2019-05-18 00:00:00",108887,,131144
"2019-05-19 00:00:00",103043,,135323
"2019-05-20 00:00:00",80044,,176647
"2019-05-21 00:00:00",79074,,172898
"2019-05-22 00:00:00",77092,,138601
"2019-05-23 00:00:00",75964,,145496
"2019-05-24 00:00:00",86103,,151831
"2019-05-25 00:00:00",95844,,149923
"2019-05-26 00:00:00",91236,,169972
"2019-05-27 00:00:00",77700,,160319
"2019-05-28 00:00:00",75684,,184274
"2019-05-29 00:00:00",75079,,161906
"2019-05-30 00:00:00",79856,,163997
"2019-05-31 00:00:00",86192,,130455
"2019-06-01 00:00:00",92609,,129835
"2019-06-02 00:00:00",89457,,169416
"2019-06-03 00:00:00",74987,,147106
"2019-06-04 00:00:00",74834,,153247
"2019-06-05 00:00:00",77138,,141671
"2019-06-06 00:00:00",80320,,140283
"2019-06-07 00:00:00",80930,,128348
"2019-06-08 00:00:00",87551,,144975
"2019-06-09 00:00:00",84351,,139629
"2019-06-10 00:00:00",78400,,136903
"2019-06-11 00:00:00",74717,,153250
"2019-06-12 00:00:00",74343,,144585
"2019-06-13 00:00:00",74605,,156787
"2019-06-14 00:00:00",81905,,146027
"2019-06-15 00:00:00",89901,,138753
"2019-06-16 00:00:00",88725,,138720
"2019-06-17 00:00:00",78441,,156117
"2019-06-18 00:00:00",77071,,155860
"2019-06-19 00:00:00",76637,,146891
"2019-06-20 00:00:00",79964,,150058
"2019-06-21 00:00:00",82552,,138620
"2019-06-22 00:00:00",87685,,142738
"2019-06-23 00:00:00",86553,,162002
"2019-06-24 00:00:00",75740,,174413
"2019-06-25 00:00:00",76697,,170699
"2019-06-26 00:00:00",81763,,176008
"2019-06-27 00:00:00",89560,,144283
"2019-06-28 00:00:00",98158,,112856
"2019-06-29 00:00:00",106623,,156076
"2019-06-30 00:00:00",109417,,172171
"2019-07-01 00:00:00",104429,,160268
"2019-07-02 00:00:00",109307,,142162
"2019-07-03 00:00:00",109935,,149213
"2019-07-04 00:00:00",116477,,156322
"2019-07-05 00:00:00",123870,,154340
"2019-07-06 00:00:00",131047,,156531
"2019-07-07 00:00:00",135649,,150946
"2019-07-08 00:00:00",126946,,182591
"2019-07-09 00:00:00",127930,,171429
"2019-07-10 00:00:00",127239,,176948
"2019-07-11 00:00:00",118834,,178618
"2019-07-12 00:00:00",117419,,159434
"2019-07-13 00:00:00",117905,,139124
"2019-07-14 00:00:00",118470,,161723
"2019-07-15 00:00:00",108429,,192360
"2019-07-16 00:00:00",105771,,196926
"2019-07-17 00:00:00",102305,,192051
"2019-07-18 00:00:00",100664,,201786
"2019-07-19 00:00:00",108653,,126704
"2019-07-20 00:00:00",114014,,143713
"2019-07-21 00:00:00",117653,,167871
"2019-07-22 00:00:00",114523,,217246
"2019-07-23 00:00:00",198011,,208508
"2019-07-24 00:00:00",178066,,206721
"2019-07-25 00:00:00",172967,,209700
"2019-07-26 00:00:00",172123,,140216
"2019-07-27 00:00:00",177373,,150504
"2019-07-28 00:00:00",185338,,146154
"2019-07-29 00:00:00",175798,,168315
"2019-07-30 00:00:00",176768,,147447
"2019-07-31 00:00:00",175624,,196313
"2019-08-01 00:00:00",169631,,203078
"2019-08-02 00:00:00",169397,,165774
"2019-08-03 00:00:00",172598,,165145
"2019-08-04 00:00:00",176449,,175255
"2019-08-05 00:00:00",164681,,201223
"2019-08-06 00:00:00",163189,,186727
"2019-08-07 00:00:00",158220,,187201
"2019-08-08 00:00:00",162493,,169004
"2019-08-09 00:00:00",160289,,164410
"2019-08-10 00:00:00",163342,,143088
"2019-08-11 00:00:00",164193,,204916
"2019-08-12 00:00:00",149477,,154734
"2019-08-13 00:00:00",143756,,169138
"2019-08-14 00:00:00",138294,,175164
"2019-08-15 00:00:00",138914,,158220
"2019-08-16 00:00:00",136247,,173423
"2019-08-17 00:00:00",140638,,163080
"2019-08-18 00:00:00",143565,,194948
"2019-08-19 00:00:00",125514,,171375
"2019-08-20 00:00:00",123020,,162029
"2019-08-21 00:00:00",118879,,149140
"2019-08-22 00:00:00",117166,,161414
"2019-08-23 00:00:00",122202,,162697
"2019-08-24 00:00:00",133307,,146167
"2019-08-25 00:00:00",138244,,161451
"2019-08-26 00:00:00",127466,,170081
"2019-08-27 00:00:00",125857,,162571
"2019-08-28 00:00:00",128000,,160563
"2019-08-29 00:00:00",131366,,144041
"2019-08-30 00:00:00",136037,,131410
"2019-08-31 00:00:00",139569,,152102
"2019-09-01 00:00:00",135788,,151978
"2019-09-02 00:00:00",119390,,151393
"2019-09-03 00:00:00",111120,,132377
"2019-09-04 00:00:00",107187,,142886
"2019-09-05 00:00:00",104126,,119359
"2019-09-06 00:00:00",113234,,119330
"2019-09-07 00:00:00",126593,,112343
"2019-09-08 00:00:00",121499,,119885
"2019-09-09 00:00:00",96178,,122207
"2019-09-10 00:00:00",94744,,162573
"2019-09-11 00:00:00",95411,,124844
"2019-09-12 00:00:00",99271,,117336
"2019-09-13 00:00:00",99971,,101211
"2019-09-14 00:00:00",111464,,98961
"2019-09-15 00:00:00",109514,,119784
"2019-09-16 00:00:00",86746,,115173
"2019-09-17 00:00:00",85958,,91280
"2019-09-18 00:00:00",84295,,107435
"2019-09-19 00:00:00",85995,,84400
"2019-09-20 00:00:00",94920,,90431
"2019-09-21 00:00:00",108573,,97351
"2019-09-22 00:00:00",104627,,97004
"2019-09-23 00:00:00",83409,,122959
"2019-09-24 00:00:00",81726,,101381
"2019-09-25 00:00:00",81282,,90441
"2019-09-26 00:00:00",82842,,77376
"2019-09-27 00:00:00",94170,,67317
"2019-09-28 00:00:00",109536,,78394
"2019-09-29 00:00:00",114750,,91179
"2019-09-30 00:00:00",94164,,92571
"2019-10-01 00:00:00",90697,,75807
"2019-10-02 00:00:00",91715,,97892
"2019-10-03 00:00:00",93552,,91608
"2019-10-04 00:00:00",100871,,96450
"2019-10-05 00:00:00",114409,,101220
"2019-10-06 00:00:00",117320,,112272
"2019-10-07 00:00:00",87929,,100749
"2019-10-08 00:00:00",88987,,115751
"2019-10-09 00:00:00",88037,,97009
"2019-10-10 00:00:00",87454,,106845
"2019-10-11 00:00:00",97068,,107381
"2019-10-12 00:00:00",112539,,114120
"2019-10-13 00:00:00",103916,,104837
"2019-10-14 00:00:00",86354,,115046
"2019-10-15 00:00:00",78776,,104152
"2019-10-16 00:00:00",78922,,136460
"2019-10-17 00:00:00",79805,,107820
"2019-10-18 00:00:00",91541,,106339
"2019-10-19 00:00:00",102700,,101614
"2019-10-20 00:00:00",100152,,116401
"2019-10-21 00:00:00",80463,,108669
"2019-10-22 00:00:00",78943,,91870
"2019-10-23 00:00:00",77884,,98486
"2019-10-24 00:00:00",78559,,110586
"2019-10-25 00:00:00",89674,,85900
"2019-10-26 00:00:00",98395,,90437
"2019-10-27 00:00:00",93425,,133827
"2019-10-28 00:00:00",76163,,115269
"2019-10-29 00:00:00",74592,,94081
"2019-10-30 00:00:00",83465,,84522
"2019-10-31 00:00:00",93114,,74722
"2019-11-01 00:00:00",109083,,78896
"2019-11-02 00:00:00",120489,,91507
"2019-11-03 00:00:00",120339,,108805
"2019-11-04 00:00:00",101538,,109697
"2019-11-05 00:00:00",92047,,72877
"2019-11-06 00:00:00",97211,,83555
"2019-11-07 00:00:00",98410,,108745
"2019-11-08 00:00:00",112979,,87287
"2019-11-09 00:00:00",132403,,90538
"2019-11-10 00:00:00",116449,,97300
"2019-11-11 00:00:00",100358,,213843
"2019-11-12 00:00:00",98785,,96406
"2019-11-13 00:00:00",102022,,96901
"2019-11-14 00:00:00",104207,,95765
"2019-11-15 00:00:00",123572,,75336
"2019-11-16 00:00:00",138708,,97041
"2019-11-17 00:00:00",131742,,98622
"2019-11-18 00:00:00",104008,,99750
"2019-11-19 00:00:00",97922,,101223
"2019-11-20 00:00:00",98533,,109304
"2019-11-21 00:00:00",95647,,98762
"2019-11-22 00:00:00",107761,,117710
"2019-11-23 00:00:00",121889,,98514
"2019-11-24 00:00:00",115790,,109925
"2019-11-25 00:00:00",88729,,95052
"2019-11-26 00:00:00",86369,,105698
"2019-11-27 00:00:00",88084,,118845
"2019-11-28 00:00:00",96571,,76927
"2019-11-29 00:00:00",117314,,92453
"2019-11-30 00:00:00",137347,,93936
"2019-12-01 00:00:00",135428,,98996
"2019-12-02 00:00:00",105942,,106867
"2019-12-03 00:00:00",109108,,83593
"2019-12-04 00:00:00",108802,,82117
"2019-12-05 00:00:00",104453,,77625
"2019-12-06 00:00:00",117025,,84163
"2019-12-07 00:00:00",133190,,100414
"2019-12-08 00:00:00",125633,,115703
"2019-12-09 00:00:00",96904,,125949
"2019-12-10 00:00:00",95751,,113787
"2019-12-11 00:00:00",94192,,115596
"2019-12-12 00:00:00",121993,,83078
"2019-12-13 00:00:00",152386,,96340
"2019-12-14 00:00:00",182349,,87669
"2019-12-15 00:00:00",179729,,143326
"2019-12-16 00:00:00",139338,,106030
"2019-12-17 00:00:00",138473,,94302
"2019-12-18 00:00:00",135653,,94990
"2019-12-19 00:00:00",141560,,99602
"2019-12-20 00:00:00",167111,,88453
"2019-12-21 00:00:00",184113,,100103
"2019-12-22 00:00:00",180382,,95592
"2019-12-23 00:00:00",169293,,99346
"2019-12-24 00:00:00",169985,,89278
"2019-12-25 00:00:00",178425,,94833
"2019-12-26 00:00:00",179474,,126472
"2019-12-27 00:00:00",195114,,105887
"2019-12-28 00:00:00",204956,,108458
"2019-12-29 00:00:00",201526,,119513
"2019-12-30 00:00:00",190451,,107940
"2019-12-31 00:00:00",187787,,118705
"2020-01-01 00:00:00",177737,,91764
"2020-01-02 00:00:00",182996,,117243
"2020-01-03 00:00:00",192258,,126164
"2020-01-04 00:00:00",195047,,149066
"2020-01-05 00:00:00",184356,,147400
"2020-01-06 00:00:00",163367,,118441
"2020-01-07 00:00:00",153284,,139029
"2020-01-08 00:00:00",150423,,120137
"2020-01-09 00:00:00",147108,,109671
"2020-01-10 00:00:00",157366,,119058
"2020-01-11 00:00:00",177789,,124136
"2020-01-12 00:00:00",176274,,122001
"2020-01-13 00:00:00",134284,,126190
"2020-01-14 00:00:00",129573,,129004
"2020-01-15 00:00:00",129625,,114964
"2020-01-16 00:00:00",125950,,98141
"2020-01-17 00:00:00",138418,,97445
"2020-01-18 00:00:00",159117,,111102
"2020-01-19 00:00:00",163877,,150656
"2020-01-20 00:00:00",129764,,113736
"2020-01-21 00:00:00",128456,,116961
"2020-01-22 00:00:00",129666,,118220
"2020-01-23 00:00:00",131068,,98185
"2020-01-24 00:00:00",137298,,105696
"2020-01-25 00:00:00",166254,,108683
"2020-01-26 00:00:00",189393,,129844
"2020-01-27 00:00:00",165334,,157557
"2020-01-28 00:00:00",174264,,113493
"2020-01-29 00:00:00",185298,,114806
"2020-01-30 00:00:00",196172,,98115
"2020-01-31 00:00:00",214898,,124387
"2020-02-01 00:00:00",241819,,108491
"2020-02-02 00:00:00",258534,,120514
"2020-02-03 00:00:00",219797,,127428
"2020-02-04 00:00:00",223734,,123653
"2020-02-05 00:00:00",229983,,132945
"2020-02-06 00:00:00",240896,,106225
"2020-02-07 00:00:00",250281,,108348
"2020-02-08 00:00:00",269460,,95320
"2020-02-09 00:00:00",268705,,123302
"2020-02-10 00:00:00",224549,,117763
"2020-02-11 00:00:00",213498,,105547
"2020-02-12 00:00:00",209900,,129590
"2020-02-13 00:00:00",209559,,116422
"2020-02-14 00:00:00",218444,,94716
"2020-02-15 00:00:00",241974,,109124
"2020-02-16 00:00:00",244916,,122859
"2020-02-17 00:00:00",198826,,130549
"2020-02-18 00:00:00",193261,,116057
"2020-02-19 00:00:00",188974,,109953
"2020-02-20 00:00:00",188647,,104442
"2020-02-21 00:00:00",206622,,108619
"2020-02-22 00:00:00",223989,,113830
"2020-02-23 00:00:00",228023,,120111
"2020-02-24 00:00:00",192919,,119590
"2020-02-25 00:00:00",182115,,122409
"2020-02-26 00:00:00",178281,,115342
"2020-02-27 00:00:00",181656,,109699
"2020-02-28 00:00:00",187867,,119653
"2020-02-29 00:00:00",204267,,119629
"2020-03-01 00:00:00",199942,,149355
"2020-03-02 00:00:00",157133,,125869
"2020-03-03 00:00:00",154158,,114643
"2020-03-04 00:00:00",151737,,137580
"2020-03-05 00:00:00",153616,,109224
"2020-03-06 00:00:00",164755,,124788
"2020-03-07 00:00:00",183862,,135788
"2020-03-08 00:00:00",183626,,138629
"2020-03-09 00:00:00",151965,,143323
"2020-03-10 00:00:00",145665,,124321
"2020-03-11 00:00:00",142346,,126336
"2020-03-12 00:00:00",144810,,95959
"2020-03-13 00:00:00",151813,,119057
"2020-03-14 00:00:00",170024,,105863
"2020-03-15 00:00:00",173546,,131052
"2020-03-16 00:00:00",153452,,117295
"2020-03-17 00:00:00",151468,,136764
"2020-03-18 00:00:00",151999,,141006
"2020-03-19 00:00:00",154451,,148867
"2020-03-20 00:00:00",157340,,136079
"2020-03-21 00:00:00",177024,,147647
"2020-03-22 00:00:00",188463,,156570
"2020-03-23 00:00:00",176618,,174360
"2020-03-24 00:00:00",178569,,161702
"2020-03-25 00:00:00",180789,,157818
"2020-03-26 00:00:00",186336,,141873
"2020-03-27 00:00:00",188076,,162267
"2020-03-28 00:00:00",197514,,162219
"2020-03-29 00:00:00",209493,,184708
"2020-03-30 00:00:00",198917,,162489
"2020-03-31 00:00:00",193626,,184242
"2020-04-01 00:00:00",188967,,208640
"2020-04-02 00:00:00",189306,,193187
"2020-04-03 00:00:00",192251,,145616
"2020-04-04 00:00:00",243940,,170901
"2020-04-05 00:00:00",199504,,213205
"2020-04-06 00:00:00",180452,,218512
"2020-04-07 00:00:00",174952,,203259
"2020-04-08 00:00:00",167683,,177526
"2020-04-09 00:00:00",176718,,219944
"2020-04-10 00:00:00",189134,,186126
"2020-04-11 00:00:00",197975,,220253
"2020-04-12 00:00:00",195866,,189105
"2020-04-13 00:00:00",191395,,196895
"2020-04-14 00:00:00",183243,,193930
"2020-04-15 00:00:00",168996,,190877
"2020-04-16 00:00:00",180321,,228953
"2020-04-17 00:00:00",181563,,203095
"2020-04-18 00:00:00",190344,,223519
"2020-04-19 00:00:00",185877,,219401
"2020-04-20 00:00:00",167674,,188036
"2020-04-21 00:00:00",166187,,201640
"2020-04-22 00:00:00",160785,,181588
"2020-04-23 00:00:00",161774,,201875
"2020-04-24 00:00:00",167560,,231316
"2020-04-25 00:00:00",171791,,231157
"2020-04-26 00:00:00",170386,,225360
"2020-04-27 00:00:00",153523,,238637
"2020-04-28 00:00:00",152274,,239008
"2020-04-29 00:00:00",152300,,240860
"2020-04-30 00:00:00",165200,,238694
"2020-05-01 00:00:00",171147,,239947
"2020-05-02 00:00:00",169762,,225605
"2020-05-03 00:00:00",171393,,240055
"2020-05-04 00:00:00",159050,,212090
"2020-05-05 00:00:00",154560,,278562
"2020-05-06 00:00:00",151274,,219521
"2020-05-07 00:00:00",151854,,243989
"2020-05-08 00:00:00",153946,,238605
"2020-05-09 00:00:00",159828,,219276
"2020-05-10 00:00:00",160081,,248271
"2020-05-11 00:00:00",148863,,260418
"2020-05-12 00:00:00",146319,,237154
"2020-05-13 00:00:00",140887,,228533
"2020-05-14 00:00:00",159334,,256830
"2020-05-15 00:00:00",205137,,256815
"2020-05-16 00:00:00",233699,,241420
"2020-05-17 00:00:00",241794,,268434
"2020-05-18 00:00:00",260206,,290334
"2020-05-19 00:00:00",242068,,298287
"2020-05-20 00:00:00",249099,,303552
"2020-05-21 00:00:00",249551,,285802
"2020-05-22 00:00:00",255953,,331055
"2020-05-23 00:00:00",261658,,290725
"2020-05-24 00:00:00",257254,,302107
"2020-05-25 00:00:00",233596,,373709
"2020-05-26 00:00:00",219112,,313502
"2020-05-27 00:00:00",207876,,324577
"2020-05-28 00:00:00",202204,,246787
"2020-05-29 00:00:00",203876,,310333
"2020-05-30 00:00:00",206869,,251929
"2020-05-31 00:00:00",199375,,304336
"2020-06-01 00:00:00",180466,,358436
"2020-06-02 00:00:00",166234,,308938
"2020-06-03 00:00:00",160478,,277628
"2020-06-04 00:00:00",165304,,289579
"2020-06-05 00:00:00",171846,,389147
"2020-06-06 00:00:00",173103,,302625
"2020-06-07 00:00:00",167852,,320758
"2020-06-08 00:00:00",151095,,352231
"2020-06-09 00:00:00",147172,,362149
"2020-06-10 00:00:00",141846,,367898
"2020-06-11 00:00:00",142838,,243424
"2020-06-12 00:00:00",143443,,282246
"2020-06-13 00:00:00",147641,,284808
"2020-06-14 00:00:00",143570,,275696
"2020-06-15 00:00:00",130892,,337262
"2020-06-16 00:00:00",129714,,346020
"2020-06-17 00:00:00",125312,,356798
"2020-06-18 00:00:00",129087,,313077
"2020-06-19 00:00:00",136427,,205558
"2020-06-20 00:00:00",142900,,272378
"2020-06-21 00:00:00",140334,,320705
"2020-06-22 00:00:00",131746,,384086
"2020-06-23 00:00:00",128650,,258338
"2020-06-24 00:00:00",136418,,261486
"2020-06-25 00:00:00",136351,,325966
"2020-06-26 00:00:00",132498,,252248
"2020-06-27 00:00:00",128126,,295410
"2020-06-28 00:00:00",131793,,308374
"2020-06-29 00:00:00",124661,,255698
"2020-06-30 00:00:00",122041,,281727
"2020-07-01 00:00:00",120963,,378519
"2020-07-02 00:00:00",127478,,287062
"2020-07-03 00:00:00",133613,,276128
"2020-07-04 00:00:00",135395,,305948
"2020-07-05 00:00:00",134274,,313645
"2020-07-06 00:00:00",126787,,297375
"2020-07-07 00:00:00",124890,,278921
"2020-07-08 00:00:00",122854,,269367
"2020-07-09 00:00:00",121388,,262373
"2020-07-10 00:00:00",123562,,241055
"2020-07-11 00:00:00",126874,,201163
"2020-07-12 00:00:00",126213,,260565
"2020-07-13 00:00:00",116465,,265116
"2020-07-14 00:00:00",117726,,261710
"2020-07-15 00:00:00",113976,,335662
"2020-07-16 00:00:00",118464,,252023
"2020-07-17 00:00:00",120403,,227714
"2020-07-18 00:00:00",122913,,265708
"2020-07-19 00:00:00",123498,,295575
"2020-07-20 00:00:00",115516,,257537
"2020-07-21 00:00:00",114704,,270795
"2020-07-22 00:00:00",113284,,299079
"2020-07-23 00:00:00",111349,,273629
"2020-07-24 00:00:00",112162,,234967
"2020-07-25 00:00:00",116515,,204283
"2020-07-26 00:00:00",120509,,328821
"2020-07-27 00:00:00",113678,,272950
"2020-07-28 00:00:00",112585,,311306
"2020-07-29 00:00:00",113218,,275208
"2020-07-30 00:00:00",112947,,258179
"2020-07-31 00:00:00",112730,,236364
"2020-08-01 00:00:00",116025,,286347
"2020-08-02 00:00:00",119610,,192203
"2020-08-03 00:00:00",114560,,374879
"2020-08-04 00:00:00",116272,,292202
"2020-08-05 00:00:00",108516,,261609
"2020-08-06 00:00:00",108193,,234141
"2020-08-07 00:00:00",109855,,281189
"2020-08-08 00:00:00",116862,,244444
"2020-08-09 00:00:00",123082,,248107
"2020-08-10 00:00:00",120014,,322061
"2020-08-11 00:00:00",152521,,240305
"2020-08-12 00:00:00",145528,,219972
"2020-08-13 00:00:00",147258,,286371
"2020-08-14 00:00:00",147468,,237167
"2020-08-15 00:00:00",150146,,208120
"2020-08-16 00:00:00",154677,,245734
"2020-08-17 00:00:00",146874,,247709
"2020-08-18 00:00:00",144535,,246037
"2020-08-19 00:00:00",141705,,208357
"2020-08-20 00:00:00",139597,,199534
"2020-08-21 00:00:00",137124,,287622
"2020-08-22 00:00:00",140150,,232237
"2020-08-23 00:00:00",140297,,158903
"2020-08-24 00:00:00",128178,,289662
"2020-08-25 00:00:00",122258,,308205
"2020-08-26 00:00:00",124508,,323698
"2020-08-27 00:00:00",122125,,162728
"2020-08-28 00:00:00",123981,,371836
"2020-08-29 00:00:00",128275,,155703
"2020-08-30 00:00:00",111240,,154536
"2020-08-31 00:00:00",113847,,174745
"2020-09-01 00:00:00",109965,,172383
"2020-09-02 00:00:00",104954,,191344
"2020-09-03 00:00:00",104060,,223362
"2020-09-04 00:00:00",110373,,174654
"2020-09-05 00:00:00",119132,,124023
"2020-09-06 00:00:00",120094,,157938
"2020-09-07 00:00:00",105019,,248826
"2020-09-08 00:00:00",102367,,253993
"2020-09-09 00:00:00",96831,,176372
"2020-09-10 00:00:00",103370,,129689
"2020-09-11 00:00:00",113186,,139580
"2020-09-12 00:00:00",126518,,130841
"2020-09-13 00:00:00",122450,,186296
"2020-09-14 00:00:00",105251,,137188
"2020-09-15 00:00:00",102321,,135744
"2020-09-16 00:00:00",100190,,194903
"2020-09-17 00:00:00",97077,,143876
"2020-09-18 00:00:00",107648,,172129
"2020-09-19 00:00:00",118123,,118335
"2020-09-20 00:00:00",111189,,130382
"2020-09-21 00:00:00",93266,,147934
"2020-09-22 00:00:00",92711,,213257
"2020-09-23 00:00:00",92070,,176110
"2020-09-24 00:00:00",91030,,318681
"2020-09-25 00:00:00",102404,,150547
"2020-09-26 00:00:00",107087,,145640
"2020-09-27 00:00:00",106180,,227189
"2020-09-28 00:00:00",91340,,149116
"2020-09-29 00:00:00",91712,,227148
"2020-09-30 00:00:00",94877,,185267
"2020-10-01 00:00:00",91432,,146796
"2020-10-02 00:00:00",94916,,186717
"2020-10-03 00:00:00",103343,,128801
"2020-10-04 00:00:00",104655,,183597
"2020-10-05 00:00:00",90764,,168419
"2020-10-06 00:00:00",89120,,133840
"2020-10-07 00:00:00",88779,,119791
"2020-10-08 00:00:00",86534,,147755
"2020-10-09 00:00:00",91317,,133938
"2020-10-10 00:00:00",103175,,165285
"2020-10-11 00:00:00",99716,,128804
"2020-10-12 00:00:00",85856,,160435
"2020-10-13 00:00:00",86552,,161259
"2020-10-14 00:00:00",86523,,202629
"2020-10-15 00:00:00",92270,,149490
"2020-10-16 00:00:00",106845,,152700
"2020-10-17 00:00:00",119058,,132440
"2020-10-18 00:00:00",118761,,120715
"2020-10-19 00:00:00",105238,,139473
"2020-10-20 00:00:00",106307,,153146
"2020-10-21 00:00:00",107113,,188878
"2020-10-22 00:00:00",108643,,175944
"2020-10-23 00:00:00",121080,,152467
"2020-10-24 00:00:00",129316,,133884
"2020-10-25 00:00:00",122037,,143361
"2020-10-26 00:00:00",110394,,184891
"2020-10-27 00:00:00",109874,,153379
"2020-10-28 00:00:00",110793,,178918
"2020-10-29 00:00:00",112038,,164284
"2020-10-30 00:00:00",121453,,129408
"2020-10-31 00:00:00",123211,,151636
"2020-11-01 00:00:00",120722,,132397
"2020-11-02 00:00:00",105844,,163465
"2020-11-03 00:00:00",104107,,155672
"2020-11-04 00:00:00",105028,,142251
"2020-11-05 00:00:00",103935,,157157
"2020-11-06 00:00:00",114458,,151078
"2020-11-07 00:00:00",124500,,143149
"2020-11-08 00:00:00",118103,,132566
"2020-11-09 00:00:00",99717,,153986
"2020-11-10 00:00:00",97820,,118926
"2020-11-11 00:00:00",96197,,139851
"2020-11-12 00:00:00",97966,,151475
"2020-11-13 00:00:00",115719,,131914
"2020-11-14 00:00:00",129452,,142430
"2020-11-15 00:00:00",123414,,155003
"2020-11-16 00:00:00",104077,,173091
"2020-11-17 00:00:00",104363,,169480
"2020-11-18 00:00:00",104518,,160851
