"DateTime","Players","Average Players","Twitch Viewers"
"2015-08-27 00:00:00",39407,,6838
"2015-08-28 00:00:00",40154,,7965
"2015-08-29 00:00:00",43727,,6412
"2015-08-30 00:00:00",44628,,8270
"2015-08-31 00:00:00",38285,,13484
"2015-09-01 00:00:00",35527,,12603
"2015-09-02 00:00:00",35363,,12691
"2015-09-03 00:00:00",34769,,8447
"2015-09-04 00:00:00",37315,,16550
"2015-09-05 00:00:00",43633,,6139
"2015-09-06 00:00:00",43444,,14423
"2015-09-07 00:00:00",36483,,5271
"2015-09-08 00:00:00",32505,,12344
"2015-09-09 00:00:00",31655,,9606
"2015-09-10 00:00:00",31434,,8167
"2015-09-11 00:00:00",36167,,9604
"2015-09-12 00:00:00",44045,,16080
"2015-09-13 00:00:00",43809,,13822
"2015-09-14 00:00:00",33481,,11276
"2015-09-15 00:00:00",37485,,40501
"2015-09-16 00:00:00",35471,,37459
"2015-09-17 00:00:00",35636,,13651
"2015-09-18 00:00:00",37585,,8881
"2015-09-19 00:00:00",47429,,15063
"2015-09-20 00:00:00",47250,,8114
"2015-09-21 00:00:00",33992,,5573
"2015-09-22 00:00:00",33917,,11787
"2015-09-23 00:00:00",35007,,6682
"2015-09-24 00:00:00",33717,,3314
"2015-09-25 00:00:00",37946,,14015
"2015-09-26 00:00:00",43939,,7314
"2015-09-27 00:00:00",44416,,12698
"2015-09-28 00:00:00",34489,,10494
"2015-09-29 00:00:00",33651,,9728
"2015-09-30 00:00:00",34819,,10333
"2015-10-01 00:00:00",33519,,4485
"2015-10-02 00:00:00",36374,,6004
"2015-10-03 00:00:00",44447,,4863
"2015-10-04 00:00:00",45682,,5399
"2015-10-05 00:00:00",36681,,9029
"2015-10-06 00:00:00",36247,,3794
"2015-10-07 00:00:00",33832,,8921
"2015-10-08 00:00:00",33147,,3184
"2015-10-09 00:00:00",36541,,9217
"2015-10-10 00:00:00",46092,,3606
"2015-10-11 00:00:00",44942,,9257
"2015-10-12 00:00:00",34944,,11302
"2015-10-13 00:00:00",34406,,5617
"2015-10-14 00:00:00",33440,,8422
"2015-10-15 00:00:00",32900,,6129
"2015-10-16 00:00:00",40056,,8854
"2015-10-17 00:00:00",45837,,17825
"2015-10-18 00:00:00",47322,,14470
"2015-10-19 00:00:00",36140,,8766
"2015-10-20 00:00:00",57907,,9581
"2015-10-21 00:00:00",48554,,11491
"2015-10-22 00:00:00",47887,,9798
"2015-10-23 00:00:00",56985,,8166
"2015-10-24 00:00:00",64203,,15181
"2015-10-25 00:00:00",61503,,12690
"2015-10-26 00:00:00",46747,,12067
"2015-10-27 00:00:00",45112,,6116
"2015-10-28 00:00:00",46030,,15420
"2015-10-29 00:00:00",53637,,11463
"2015-10-30 00:00:00",65434,,27743
"2015-10-31 00:00:00",73795,,18622
"2015-11-01 00:00:00",76970,,17532
"2015-11-02 00:00:00",60977,,10356
"2015-11-03 00:00:00",60737,,5511
"2015-11-04 00:00:00",61763,,13494
"2015-11-05 00:00:00",57192,,5482
"2015-11-06 00:00:00",62779,,4927
"2015-11-07 00:00:00",73221,,8400
"2015-11-08 00:00:00",68379,,6600
"2015-11-09 00:00:00",46990,,3608
"2015-11-10 00:00:00",41267,,4080
"2015-11-11 00:00:00",40191,,6119
"2015-11-12 00:00:00",40530,,8562
"2015-11-13 00:00:00",48072,,6202
"2015-11-14 00:00:00",57703,,7263
"2015-11-15 00:00:00",55837,,8075
"2015-11-16 00:00:00",38979,,7437
"2015-11-17 00:00:00",35095,,4273
"2015-11-18 00:00:00",37876,,5525
"2015-11-19 00:00:00",36972,,4654
"2015-11-20 00:00:00",43405,,3458
"2015-11-21 00:00:00",51715,,4958
"2015-11-22 00:00:00",49697,,6493
"2015-11-23 00:00:00",35331,,5201
"2015-11-24 00:00:00",35454,,5171
"2015-11-25 00:00:00",34290,,7015
"2015-11-26 00:00:00",35372,,3946
"2015-11-27 00:00:00",43475,,4680
"2015-11-28 00:00:00",55497,,13893
"2015-11-29 00:00:00",56646,,12700
"2015-11-30 00:00:00",42743,,5279
"2015-12-01 00:00:00",43485,,9558
"2015-12-02 00:00:00",44363,,3785
"2015-12-03 00:00:00",43335,,5899
"2015-12-04 00:00:00",50527,,7403
"2015-12-05 00:00:00",60814,,5064
"2015-12-06 00:00:00",58285,,9752
"2015-12-07 00:00:00",42033,,6079
"2015-12-08 00:00:00",41307,,4623
"2015-12-09 00:00:00",38525,,50669
"2015-12-10 00:00:00",38404,,3733
"2015-12-11 00:00:00",48294,,15644
"2015-12-12 00:00:00",58526,,12482
"2015-12-13 00:00:00",55751,,11214
"2015-12-14 00:00:00",42424,,28306
"2015-12-15 00:00:00",70249,,17277
"2015-12-16 00:00:00",60246,,12820
"2015-12-17 00:00:00",62919,,15645
"2015-12-18 00:00:00",75375,,12121
"2015-12-19 00:00:00",84853,,10622
"2015-12-20 00:00:00",75261,,23132
"2015-12-21 00:00:00",64910,,28917
"2015-12-22 00:00:00",64727,,24234
"2015-12-23 00:00:00",60288,,29648
"2015-12-24 00:00:00",71567,,41823
"2015-12-25 00:00:00",70323,,25367
"2015-12-26 00:00:00",77678,,35475
"2015-12-27 00:00:00",80719,,18281
"2015-12-28 00:00:00",76519,,30423
"2015-12-29 00:00:00",78354,,23875
"2015-12-30 00:00:00",80913,,18878
"2015-12-31 00:00:00",81891,,12237
"2016-01-01 00:00:00",85031,,9029
"2016-01-02 00:00:00",93713,,22323
"2016-01-03 00:00:00",92488,,24283
"2016-01-04 00:00:00",79310,,14581
"2016-01-05 00:00:00",79444,,9990
"2016-01-06 00:00:00",76464,,21008
"2016-01-07 00:00:00",71385,,13221
"2016-01-08 00:00:00",77570,,17802
"2016-01-09 00:00:00",85627,,22395
"2016-01-10 00:00:00",83001,,29400
"2016-01-11 00:00:00",58979,,15404
"2016-01-12 00:00:00",58011,,11203
"2016-01-13 00:00:00",56419,,32724
"2016-01-14 00:00:00",55101,,19455
"2016-01-15 00:00:00",58430,,11299
"2016-01-16 00:00:00",68437,,20920
"2016-01-17 00:00:00",66632,,26777
"2016-01-18 00:00:00",51319,,14623
"2016-01-19 00:00:00",49213,,12236
"2016-01-20 00:00:00",49358,,13812
"2016-01-21 00:00:00",46797,,13930
"2016-01-22 00:00:00",52436,,12768
"2016-01-23 00:00:00",62933,,27605
"2016-01-24 00:00:00",63030,,14068
"2016-01-25 00:00:00",48542,,15902
"2016-01-26 00:00:00",47506,,6507
"2016-01-27 00:00:00",47770,,14330
"2016-01-28 00:00:00",51410,,9981
"2016-01-29 00:00:00",56600,,16165
"2016-01-30 00:00:00",65874,,29205
"2016-01-31 00:00:00",67514,,13468
"2016-02-01 00:00:00",50854,,8028
"2016-02-02 00:00:00",49580,,18670
"2016-02-03 00:00:00",49183,,9229
"2016-02-04 00:00:00",48620,,10152
"2016-02-05 00:00:00",52357,,11515
"2016-02-06 00:00:00",62024,,40319
"2016-02-07 00:00:00",62996,,33153
"2016-02-08 00:00:00",52129,,10596
"2016-02-09 00:00:00",53483,,10151
"2016-02-10 00:00:00",56129,,10074
"2016-02-11 00:00:00",57385,,15629
"2016-02-12 00:00:00",62381,,12302
"2016-02-13 00:00:00",73019,,15987
"2016-02-14 00:00:00",72060,,10404
"2016-02-15 00:00:00",59427,,14255
"2016-02-16 00:00:00",52471,,23042
"2016-02-17 00:00:00",56898,,16003
"2016-02-18 00:00:00",53080,,11416
"2016-02-19 00:00:00",56811,,10192
"2016-02-20 00:00:00",66238,,13898
"2016-02-21 00:00:00",67960,,7822
"2016-02-22 00:00:00",56793,,6607
"2016-02-23 00:00:00",55422,,6753
"2016-02-24 00:00:00",51729,,14123
"2016-02-25 00:00:00",53314,,14367
"2016-02-26 00:00:00",56593,,17556
"2016-02-27 00:00:00",65647,,12241
"2016-02-28 00:00:00",64399,,14315
"2016-02-29 00:00:00",48558,,6356
"2016-03-01 00:00:00",47071,,9085
"2016-03-02 00:00:00",46479,,14245
"2016-03-03 00:00:00",45767,,5805
"2016-03-04 00:00:00",54395,,9976
"2016-03-05 00:00:00",63757,,14545
"2016-03-06 00:00:00",60718,,31582
"2016-03-07 00:00:00",49046,,13849
"2016-03-08 00:00:00",47304,,4975
"2016-03-09 00:00:00",42663,,8370
"2016-03-10 00:00:00",42252,,5014
"2016-03-11 00:00:00",47548,,7906
"2016-03-12 00:00:00",57274,,6061
"2016-03-13 00:00:00",52883,,8835
"2016-03-14 00:00:00",40693,,5222
"2016-03-15 00:00:00",44472,,6324
"2016-03-16 00:00:00",44438,,7089
"2016-03-17 00:00:00",44496,,5778
"2016-03-18 00:00:00",51309,,7840
"2016-03-19 00:00:00",60957,,31897
"2016-03-20 00:00:00",59033,,35928
"2016-03-21 00:00:00",46344,,26944
"2016-03-22 00:00:00",46040,,5170
"2016-03-23 00:00:00",46433,,38375
"2016-03-24 00:00:00",51110,,28052
"2016-03-25 00:00:00",60623,,7716
"2016-03-26 00:00:00",65042,,8567
"2016-03-27 00:00:00",64581,,10878
"2016-03-28 00:00:00",61385,,7469
"2016-03-29 00:00:00",55106,,3966
"2016-03-30 00:00:00",55558,,15998
"2016-03-31 00:00:00",54063,,5843
"2016-04-01 00:00:00",56644,,13471
"2016-04-02 00:00:00",64136,,12801
"2016-04-03 00:00:00",65831,,6847
"2016-04-04 00:00:00",50110,,6676
"2016-04-05 00:00:00",49833,,5316
"2016-04-06 00:00:00",48765,,12758
"2016-04-07 00:00:00",48913,,9443
"2016-04-08 00:00:00",53640,,5962
"2016-04-09 00:00:00",61806,,13885
"2016-04-10 00:00:00",59533,,7468
"2016-04-11 00:00:00",45810,,7361
"2016-04-12 00:00:00",44879,,7097
"2016-04-13 00:00:00",43685,,7700
"2016-04-14 00:00:00",43130,,16307
"2016-04-15 00:00:00",48473,,10454
"2016-04-16 00:00:00",57201,,7240
"2016-04-17 00:00:00",54487,,7116
"2016-04-18 00:00:00",41783,,12076
"2016-04-19 00:00:00",43309,,6649
"2016-04-20 00:00:00",41951,,6265
"2016-04-21 00:00:00",42531,,6336
"2016-04-22 00:00:00",47898,,5705
"2016-04-23 00:00:00",55214,,9340
"2016-04-24 00:00:00",54633,,8112
"2016-04-25 00:00:00",40730,,6451
"2016-04-26 00:00:00",39514,,14895
"2016-04-27 00:00:00",41488,,5853
"2016-04-28 00:00:00",38718,,16205
"2016-04-29 00:00:00",41677,,10617
"2016-04-30 00:00:00",47599,,20608
"2016-05-01 00:00:00",48155,,11237
"2016-05-02 00:00:00",36942,,5245
"2016-05-03 00:00:00",37917,,5204
"2016-05-04 00:00:00",34641,,15898
"2016-05-05 00:00:00",33998,,5364
"2016-05-06 00:00:00",35992,,14009
"2016-05-07 00:00:00",40702,,13397
"2016-05-08 00:00:00",39378,,7330
"2016-05-09 00:00:00",32375,,17614
"2016-05-10 00:00:00",31373,,5179
"2016-05-11 00:00:00",32623,,9514
"2016-05-12 00:00:00",32313,,7547
"2016-05-13 00:00:00",37496,,8353
"2016-05-14 00:00:00",46874,,5207
"2016-05-15 00:00:00",44990,,17862
"2016-05-16 00:00:00",38283,,8468
"2016-05-17 00:00:00",34189,,12670
"2016-05-18 00:00:00",32856,,11287
"2016-05-19 00:00:00",33254,,7752
"2016-05-20 00:00:00",38200,,15646
"2016-05-21 00:00:00",44638,,8971
"2016-05-22 00:00:00",42989,,9898
"2016-05-23 00:00:00",33015,,22889
"2016-05-24 00:00:00",30367,,4532
"2016-05-25 00:00:00",30548,,12877
"2016-05-26 00:00:00",32045,,5299
"2016-05-27 00:00:00",36261,,24225
"2016-05-28 00:00:00",41493,,17414
"2016-05-29 00:00:00",40851,,33802
"2016-05-30 00:00:00",35192,,39504
"2016-05-31 00:00:00",33796,,19497
"2016-06-01 00:00:00",34306,,24292
"2016-06-02 00:00:00",36911,,23073
"2016-06-03 00:00:00",44694,,25919
"2016-06-04 00:00:00",52823,,28914
"2016-06-05 00:00:00",54099,,19501
"2016-06-06 00:00:00",46548,,7538
"2016-06-07 00:00:00",78286,,49079
"2016-06-08 00:00:00",73942,,54948
"2016-06-09 00:00:00",69799,,15984
"2016-06-10 00:00:00",69456,,16680
"2016-06-11 00:00:00",75041,,12132
"2016-06-12 00:00:00",77011,,11420
"2016-06-13 00:00:00",61301,,8743
"2016-06-14 00:00:00",58676,,10600
"2016-06-15 00:00:00",54068,,10873
"2016-06-16 00:00:00",51634,,10705
"2016-06-17 00:00:00",56102,,11582
"2016-06-18 00:00:00",57774,,9502
"2016-06-19 00:00:00",55003,,31342
"2016-06-20 00:00:00",45502,,8330
"2016-06-21 00:00:00",47806,,12127
"2016-06-22 00:00:00",48321,,6748
"2016-06-23 00:00:00",45081,,6411
"2016-06-24 00:00:00",50451,,12880
"2016-06-25 00:00:00",57608,,8813
"2016-06-26 00:00:00",60539,,7898
"2016-06-27 00:00:00",55515,,22673
"2016-06-28 00:00:00",58324,,9195
"2016-06-29 00:00:00",58062,,14261
"2016-06-30 00:00:00",57957,,6953
"2016-07-01 00:00:00",63108,,21571
"2016-07-02 00:00:00",67106,,19688
"2016-07-03 00:00:00",69866,,19577
"2016-07-04 00:00:00",63853,,21210
"2016-07-05 00:00:00",63961,,23643
"2016-07-06 00:00:00",61075,,24677
"2016-07-07 00:00:00",60084,,12471
"2016-07-08 00:00:00",61320,,8507
"2016-07-09 00:00:00",63031,,16776
"2016-07-10 00:00:00",63886,,5538
"2016-07-11 00:00:00",56122,,12606
"2016-07-12 00:00:00",71859,,47054
"2016-07-13 00:00:00",62847,,37602
"2016-07-14 00:00:00",61508,,12050
"2016-07-15 00:00:00",61490,,19807
"2016-07-16 00:00:00",63310,,17336
"2016-07-17 00:00:00",64464,,18034
"2016-07-18 00:00:00",57439,,28912
"2016-07-19 00:00:00",56879,,23550
"2016-07-20 00:00:00",54468,,21214
"2016-07-21 00:00:00",55189,,15422
"2016-07-22 00:00:00",57538,,11021
"2016-07-23 00:00:00",61035,,12881
"2016-07-24 00:00:00",62266,,9830
"2016-07-25 00:00:00",57331,,16637
"2016-07-26 00:00:00",57620,,16127
"2016-07-27 00:00:00",56855,,8341
"2016-07-28 00:00:00",57917,,7771
"2016-07-29 00:00:00",57753,,16480
"2016-07-30 00:00:00",58661,,13116
"2016-07-31 00:00:00",60901,,21738
"2016-08-01 00:00:00",55644,,11599
"2016-08-02 00:00:00",55635,,10948
"2016-08-03 00:00:00",53307,,14635
"2016-08-04 00:00:00",48432,,31130
"2016-08-05 00:00:00",52419,,12904
"2016-08-06 00:00:00",55328,,8230
"2016-08-07 00:00:00",56668,,21424
"2016-08-08 00:00:00",51498,,10162
"2016-08-09 00:00:00",51227,,12882
"2016-08-10 00:00:00",51389,,8608
"2016-08-11 00:00:00",50467,,7823
"2016-08-12 00:00:00",51639,,9784
"2016-08-13 00:00:00",54006,,13335
"2016-08-14 00:00:00",56259,,8828
"2016-08-15 00:00:00",53274,,16474
"2016-08-16 00:00:00",51534,,14029
"2016-08-17 00:00:00",51864,,12293
"2016-08-18 00:00:00",53659,,18549
"2016-08-19 00:00:00",54361,,14927
"2016-08-20 00:00:00",60530,,11495
"2016-08-21 00:00:00",63746,,12913
"2016-08-22 00:00:00",57664,,13266
"2016-08-23 00:00:00",57251,,7232
"2016-08-24 00:00:00",56771,,8957
"2016-08-25 00:00:00",54522,,8724
"2016-08-26 00:00:00",54615,,10524
"2016-08-27 00:00:00",59830,,12940
"2016-08-28 00:00:00",61492,,8848
"2016-08-29 00:00:00",55176,,6273
"2016-08-30 00:00:00",52858,,6440
"2016-08-31 00:00:00",48795,,5223
"2016-09-01 00:00:00",45963,,3923
"2016-09-02 00:00:00",48965,,5209
"2016-09-03 00:00:00",55202,,5108
"2016-09-04 00:00:00",54829,,4207
"2016-09-05 00:00:00",44832,,5169
"2016-09-06 00:00:00",42036,,9315
"2016-09-07 00:00:00",42655,,8416
"2016-09-08 00:00:00",41269,,10241
"2016-09-09 00:00:00",47331,,7205
"2016-09-10 00:00:00",55782,,5758
"2016-09-11 00:00:00",55988,,6634
"2016-09-12 00:00:00",43309,,6913
"2016-09-13 00:00:00",42865,,10184
"2016-09-14 00:00:00",43659,,12226
"2016-09-15 00:00:00",43226,,8493
"2016-09-16 00:00:00",47133,,15630
"2016-09-17 00:00:00",53337,,16962
"2016-09-18 00:00:00",54826,,15588
"2016-09-19 00:00:00",41857,,12973
"2016-09-20 00:00:00",40989,,7704
"2016-09-21 00:00:00",40523,,12449
"2016-09-22 00:00:00",39631,,13241
"2016-09-23 00:00:00",49056,,7730
"2016-09-24 00:00:00",59874,,11315
"2016-09-25 00:00:00",61787,,15918
"2016-09-26 00:00:00",48637,,4329
"2016-09-27 00:00:00",48757,,10078
"2016-09-28 00:00:00",47200,,3371
"2016-09-29 00:00:00",46113,,4013
"2016-09-30 00:00:00",50700,,6610
"2016-10-01 00:00:00",59108,,3678
"2016-10-02 00:00:00",61627,,12602
"2016-10-03 00:00:00",49836,,4070
"2016-10-04 00:00:00",66428,,10189
"2016-10-05 00:00:00",67954,,6046
"2016-10-06 00:00:00",64572,,10614
"2016-10-07 00:00:00",65992,,7957
"2016-10-08 00:00:00",78094,,19022
"2016-10-09 00:00:00",78643,,18778
"2016-10-10 00:00:00",58582,,14226
"2016-10-11 00:00:00",56915,,8935
"2016-10-12 00:00:00",57386,,15447
"2016-10-13 00:00:00",54651,,6483
"2016-10-14 00:00:00",60490,,8241
"2016-10-15 00:00:00",71632,,15255
"2016-10-16 00:00:00",68420,,11640
"2016-10-17 00:00:00",49553,,9430
"2016-10-18 00:00:00",50258,,10744
"2016-10-19 00:00:00",50511,,16507
"2016-10-20 00:00:00",49802,,4718
"2016-10-21 00:00:00",56285,,24434
"2016-10-22 00:00:00",65120,,13165
"2016-10-23 00:00:00",63183,,17335
"2016-10-24 00:00:00",47453,,3386
"2016-10-25 00:00:00",48196,,12449
"2016-10-26 00:00:00",54382,,14602
"2016-10-27 00:00:00",57985,,4737
"2016-10-28 00:00:00",71726,,16923
"2016-10-29 00:00:00",85494,,9130
"2016-10-30 00:00:00",86008,,4337
"2016-10-31 00:00:00",69218,,5006
"2016-11-01 00:00:00",70273,,9581
"2016-11-02 00:00:00",66145,,6113
"2016-11-03 00:00:00",67015,,23524
"2016-11-04 00:00:00",74533,,9578
"2016-11-05 00:00:00",83047,,8282
"2016-11-06 00:00:00",77928,,26332
"2016-11-07 00:00:00",55159,,7749
"2016-11-08 00:00:00",56404,,7920
"2016-11-09 00:00:00",55847,,9972
"2016-11-10 00:00:00",54900,,6959
"2016-11-11 00:00:00",65497,,9279
"2016-11-12 00:00:00",76418,,9331
"2016-11-13 00:00:00",73143,,11012
"2016-11-14 00:00:00",51858,,8660
"2016-11-15 00:00:00",52129,,7767
"2016-11-16 00:00:00",49801,,10107
"2016-11-17 00:00:00",49148,,10905
"2016-11-18 00:00:00",58009,,9499
"2016-11-19 00:00:00",67704,,7310
"2016-11-20 00:00:00",67065,,10980
"2016-11-21 00:00:00",46676,,8516
"2016-11-22 00:00:00",47657,,7234
"2016-11-23 00:00:00",47814,,4199
"2016-11-24 00:00:00",50347,,4413
"2016-11-25 00:00:00",65499,,6099
"2016-11-26 00:00:00",84129,,6676
"2016-11-27 00:00:00",86608,,9653
"2016-11-28 00:00:00",67072,,8764
"2016-11-29 00:00:00",68316,,5795
"2016-11-30 00:00:00",70707,,2614
"2016-12-01 00:00:00",66836,,7819
"2016-12-02 00:00:00",75195,,4865
"2016-12-03 00:00:00",88458,,13648
"2016-12-04 00:00:00",86747,,10145
"2016-12-05 00:00:00",64283,,5161
"2016-12-06 00:00:00",63201,,5429
"2016-12-07 00:00:00",63861,,6499
"2016-12-08 00:00:00",63580,,4360
"2016-12-09 00:00:00",72511,,4061
"2016-12-10 00:00:00",85642,,15050
"2016-12-11 00:00:00",82483,,11894
"2016-12-12 00:00:00",59644,,4528
"2016-12-13 00:00:00",81357,,8882
"2016-12-14 00:00:00",83382,,14615
"2016-12-15 00:00:00",87829,,8038
"2016-12-16 00:00:00",106001,,12325
"2016-12-17 00:00:00",126819,,8256
"2016-12-18 00:00:00",125126,,7978
"2016-12-19 00:00:00",98910,,11982
"2016-12-20 00:00:00",102531,,13935
"2016-12-21 00:00:00",89901,,7682
"2016-12-22 00:00:00",91561,,9495
"2016-12-23 00:00:00",108101,,9850
"2016-12-24 00:00:00",109685,,7848
"2016-12-25 00:00:00",101022,,8048
"2016-12-26 00:00:00",102318,,8284
"2016-12-27 00:00:00",108738,,14125
"2016-12-28 00:00:00",109488,,31606
"2016-12-29 00:00:00",108876,,8627
"2016-12-30 00:00:00",117387,,17376
"2016-12-31 00:00:00",107556,,14161
"2017-01-01 00:00:00",112160,,10189
"2017-01-02 00:00:00",114265,,8603
"2017-01-03 00:00:00",107035,,20007
"2017-01-04 00:00:00",106156,,18147
"2017-01-05 00:00:00",102555,,17219
"2017-01-06 00:00:00",110457,,16474
"2017-01-07 00:00:00",116228,,7323
"2017-01-08 00:00:00",111313,,19766
"2017-01-09 00:00:00",80345,,33750
"2017-01-10 00:00:00",82802,,16336
"2017-01-11 00:00:00",80776,,31463
"2017-01-12 00:00:00",78644,,29550
"2017-01-13 00:00:00",87199,,21102
"2017-01-14 00:00:00",101651,,19253
"2017-01-15 00:00:00",101782,,13143
"2017-01-16 00:00:00",74707,,32994
"2017-01-17 00:00:00",75481,,29999
"2017-01-18 00:00:00",76387,,11019
"2017-01-19 00:00:00",75557,,19152
"2017-01-20 00:00:00",83404,,10349
"2017-01-21 00:00:00",94448,,25675
"2017-01-22 00:00:00",97969,,44491
"2017-01-23 00:00:00",73202,,8311
"2017-01-24 00:00:00",71618,,12956
"2017-01-25 00:00:00",72088,,6512
"2017-01-26 00:00:00",68936,,10005
"2017-01-27 00:00:00",71002,,7342
"2017-01-28 00:00:00",83546,,9813
"2017-01-29 00:00:00",83994,,12853
"2017-01-30 00:00:00",67058,,8584
"2017-01-31 00:00:00",65809,,11377
"2017-02-01 00:00:00",66834,,39710
"2017-02-02 00:00:00",67177,,9308
"2017-02-03 00:00:00",71304,,13009
